item;descricao;barras;referencia;preco;precominimo;quantidadeEstoque;parceiro
26756;BATERIA POWER ROCKERS;7898039602189;84270;198.88;178.99;0;3237
26757;TECLADO  POWER ROCKERS;7898039602202;84273;88.78;79.9;0;0
26758;PATINS PRATA COM LED 4 RODAS TAM 33/34;7898039600536;83101;300;270;0;0
26759;PATINS ROSA 4 RODAS TAM 31/32;7898039600161;82769;300;270;0;0
26760;PATINS PRATA COM LED 4 RODAS TAM 35 /36;7898039600543;83102;300;270;0;0
26761;FUN SKY GLIDER AVIAO;7898039600253;82739;33;29.7;0;0
26762;BARBIE MESA COM LOUSA EDUCATIVA;7898039601892;84284;240;216;0;0
26763;TEIMOSO ANIMAIS 97 CM;6941057446691;44669;47.78;43;-1;0
26765;PIE FACE CANHAO;5010993514045;E1972;120;108;0;0
26767;GARRAFA TERMICA AIR POT SLIM 1.8L PRETA;7891691008139;;80;72;2;0
26768;GARRAFA TERMICA AIR POT SLIM 1.8L BRANCA;7891691008092;;80;72;4;0
26771;PEGA PINGO ACO INOX;;1007;66;59.4;3;220
26772;KIT ESPETOS 4 PCS 2 SIMPLES - 1 DUPLO - 1 CORACAO 85 CM;;1014;70;63;0;220
26774;BANDEJA RETANGULAR;;5029;50;45;0;220
26775;CALDEIRAO ESMATADO TAM 38 COM TAMPA INOX;;6030;247.78;223;0;220
26776;CALDEIRAO ESMALTADO TAM 32 COM TAMPA INOX;;6048;185;166.5;0;220
26777;ASSADEIRA ESMALTADA COM TAMPA E GRELHA;;6061;185;166.5;0;220
26790;SAINT CHOPE BOHEMIAN PILSENER 750 ML;;162;50;45;0;12425
26791;SAINT CHOPE SCHWARZBIER 750 ML;;164;50;45;0;12425
26792;SAINT CHOPE BELGIAN ESPECIAL 750 ML;;161;50;45;0;12425
26789;BANCO IMOBILIARIO MUNDO;7896027554540;;150;135;0;0
26793;SAINT CHOPE IN NATURA 750 ML;;163;50;45;0;12425
26804;ASSADEIRA RETANGULAR 25 X 38CM BRANCO;7894002210931;A62011;130;117;0;0
26805;ASSADEIRA RETANGULAR 28. 5 X 33 CM VERMELHA;7894002210764;A38051;140;126;0;0
26798;BALDE DE GELO MASTER BEER;7898653701022;470;65;58.5;0;0
26799;JOGO DE BULE COM 6 CANEQUINHA;7898653700643;949;125;112.5;0;0
26800;PORTA CERVEJA 1 L HEINEKEN;7898653700315;520;65;58.5;0;0
26801;PORTA CERVEJA 600 ML BEER;7898653701053;473;50;45;0;0
26802;PORTA CERVEJA 1 L BEER;7898653701060;474;65;58.5;0;0
26803;SUQUEIRA 3 LTS COM BASE DE ALUMINIO;7898913195783;425;95;85.5;1;0
26807;CONJUNTO 6 COPOS CALDERETA PARA CERVEJA;17899619919175;6680751;70;63;0;5765
26808;CONJUNTO 6 COPOS CALDERETA ROCK PARA CERVEJA;17899619918956;6580751;77;69.3;0;5765
26809;TACA DE GIN & TONIC;17899619916617;80284;37.78;34;0;5765
26817;LIL CUTESIES CASINHA;7896964623200;2320;100;90;0;0
26818;DINO WORLD BABYS CARNOTAURO MASSINHA;7896964623439;2343;80;72;0;0
26819;LOVE BORN BANHO DIVERTIDO ROSA;7896964623828;2382;140;126;2;0
26820;TRINET PATINETE AZUL;7898179823437;922;277.78;250;0;0
26821;TRINET PATINETE ROSA;7898179823529;923;277.78;250;0;0
26826;SUPER TRUNFO CIDADES DO MUNDO;7908010137149;3714;22;19.8;0;0
26827;SUPER TRUNFO ESPORTES RADICAIS;7908010137163;3716;20;18;0;0
26828;LINCE ALFABETO;7908010134483;3448;60;54;0;0
26829;PERFIL JUNIOR ATUALIDADES;7908010138368;3836;80;72;0;0
26830;SUPER TRUNFO PREDADORES;7908010116298;1629;22;19.8;0;0
26831;QUEBRA CABECA 30 PCS PRESENTE DA SEREIA;7908010135626;3562;17.78;16;0;0
26832;MEXE-MEXE JACARE;7908010136241;3624;44;39.6;0;0
26833;FOFIBOLAS;7908010134209;3420;44;39.6;0;0
26834;CADE OS COALAS;7908010134452;3445;50;45;0;0
26835;ALQUIMIA 45 EXPERIENCIAS;7908010137217;3721;122;109.8;0;0
26836;E PROIBIDO FALAR;7908010134544;3454;60;54;0;0
26837;QUEBRA CABEÇA 1000 PCS FLYING WHALES;7908010136081;3608;60;54;0;0
26838;QUEBRA CABECA 2000 PCS CATEDRAL DE NOTRE-DAME;7908010137453;3745;140;126;0;0
26839;BATEDOR DE SILICONE VERMELHO COM CABO INOX;7897753672416;SIL2430 - VM;15;13.5;0;0
26840;ASSADEIRA REDONDA DE SILICONE CINZA;7897753673239;SIL3246 - CZ;55;49.5;0;0
26841;ASSADEIRA QUADRADA DE SILICONE CINZA;7897753673147;SIL3154 - CZ;55;49.5;0;0
26842;FORMA PARA 6 CUP CAKE DE SILICONE CINZA;7897753672935;SIL2942 - CZ;30;27;0;0
26843;ROLO PARA MASSA DE SILICONE CINZA;7897753672874;SIL2881 - CZ;66;59.4;0;0
26844;DESCANSO DE PANELA QUADRADO DE SILICONE CINZA;7897753673086;SIL3093 - CZ;16;14.4;0;0
26845;ESCORREDOR MULTIUSO RETRATIL;7897753673482;RET3482;30;27;0;0
26846;COQUETELEIRA INOX 500 ML;7897753691356;IN1356;42;37.8;0;0
26847;SACA-ROLHAS MISS CROMADO;7897753692100;ZR241;55;49.5;0;0
26848;JARRA DE VIDRO BUBBLE;7897753667320;VDR7320;47.78;43;0;0
26849;PANO PARA CHAO COM FURO 60 X 80 CM;7897753667276;FLP7276;27.78;25;0;0
26854;ESCORREDOR DE LOUCA LUXURY PRETO;7896594831976;1132;55;49.5;0;0
26855;LIXEIRA MARRON RATTAN 4.5LTS;7896779613427;36450;25;22.5;0;0
26856;POTE VERMELHO 2.5LTS;7895155120474;35388;30;27;1;0
26857;POTE QUADRADO ROSA 1.5LTS;7895155397661;36210;22;19.8;0;0
26858;POTE QUADRADO ROSA  2.5LTS;7895155396954;36208;30;27;0;0
26859;POTE QUADRADO ROSA 500ML;7895155398132;36212;15;13.5;0;0
26860;POTE QUADRADO VERMELHO 1.5LTS;7895155397357;36211;12;10.8;0;0
26861;POTE QUADRADO VERMELHO 500ML;7895155398286;36213;10;9;0;0
26862;FORMA PARA PALETAS MEXICANA;7896042065274;34334;30;27;0;0
26863;MELEIRA AMBAR 250ML;7895155418922;37145;35;31.5;2;0
26864;TACA CALIFORNIA PARA CAIPIRA;7898670941128;37192;25;22.5;0;218
26865;MARMITA TERMICA 2 PCS;7896211864363;304;90;81;4;218
26868;BARBIE DIA DE PETS;;GJK49;220;198;0;13917
26893;DIFUSOR QUINTAL ALECRIM 250ML;7898559314708;4427;65;58.5;0;5740
26869;BARBIE DIA DE SPA;887961810899;GKH73;200;180;1;13917
26870;ROUPA E ACESSORIOS DA BARBIE;887961787078;GGT72;12;10.8;0;0
26871;BARBIE FAMILY CHELSEA;887961800661;GNJ23;95;85.5;0;0
26873;BARBIE CHELSEA DIVERSAO ESCOLA;;GHV80;220;198;0;3237
26874;BARBIE CHELSEA FESTA FANTASIA;;GHV69;100;90;0;0
26875;BARBIE CHELSEA SORT. DE PRAIA;887961846409;GLN73;44;39.6;0;0
26876;BARBIE FADA;;GJJ98;125;112.5;3;5217
26877;BARBIE PRINCESA CARRUAGEM;;GJK53;320;288;0;13917
26878;BARBIE CHELSEA E UNICORNIOS;887961813074;GJK17;130;117;0;0
26879;BONECA FROZEN 2 ANNA 55C;7896460317412;1741;215;193.5;0;0
26880;BONECA FROZEN 2 ELSA 80CM;7896460320061;2006;330;297;0;0
26881;BONECA FROZEN 2 ELSA  55 CM;7896460317405;1740;215;193.5;0;0
26882;MONSTER TRUCK AVULSO HOT WHEELS;;GPY49;100;90;0;3237
26883;POKEMON 60 CARTAS ALTITUDE EXORBITANTE;7896008997335;;50;45;0;3237
26884;PACOTE COM 19 CARTAS POKEMON ESPADA E ESCUDO;7896008997298;;30;27;0;5217
26885;JOGO FROZEN TIRA VARETAS;7896448111339;1133;105;94.5;0;0
26886;PENTEADEIRA  FROZEN 2;7896460395854;9585;240;216;0;0
26887;PATRULHA CANINA CHASE PELUCIA MIGHTY;7899573613945;;110;99;0;0
26888;PATRULHA CANINA MARSHALL PELUCIA 30CM;7899573613273;1327;150;135;0;0
26889;PATRULHA CANINA MARSHALL PELUCIA;7899573613969;1396;110;99;1;0
26890;PATRULHA CANINA SKYE PELUCIA  30CM;7899573613426;1342;150;135;0;0
26892;POLLY TRICICLO COM PETS;;GFR03;120;108;0;3237
26894;ESSENCIA PARA AROMAT ELETR NOVITA;7898559317334;;30;27;0;0
27253;VOGAIS;7896647009109;910.1;20;18;2;0
26895;ESSENCIA PARA AROMAT ELET ERVA CIDREIRA CAMOMILA;7898559313978;;22;19.8;0;0
26896;DIFUSOR AMOR - VIOLETA COM AMORA;7898559319208;6241;100;90;2;13913
26897;DIFUSOR GRATIDAO - CANELA COM MUSK;7898559319215;;100;90;0;13913
26898;CONJUNTO 5 VARETAS 25CM NATURAL;7898559316443;;12;10.8;0;0
26899;CONJUNTO 4 VARETAS 25CM PRETA;7898559316450;;15;13.5;3;0
26900;CREME DE MAOS FLOR DE JASMIN/ AMENDOAS DOCE;7898559315194;;47.78;43;0;0
26901;LOCAO HIDRATANTE FLOR DE AMEIXA 380 ML;7898559316672;6432;50;45;0;0
26902;ESFOLIANTE AÇUCAR EM OLEO FLOR DE JASMIM/ AMENDOA DOCE;7898559316733;;70;63;1;13913
26905;06 JOGOS CLASSICOS - TOP LINE;7896647027592;2759;70;63;0;0
26906;XADREZ E DAMA - SUPER JOGOS;7896647028117;2811;30;27;0;0
26907;QUEM E O BICHO;7896647028278;2827;44;39.6;0;0
26908;DESAFIO DA FORTUNA;7896647028315;2831;33;29.7;0;0
26909;QUEBRA CABECA 24 PCS TRES PORQUINHOS;7896647028537;2853;20;18;0;0
28242;DIFUSOR DE AROMAS DIVINA 250ML;7898559310328;6285;110;99;2;13913
26910;QUEBRA CABECA 24 PCS LITTLE FARM;7896647072585;7258;20;18;0;0
26911;MEGA DICAS;7896647072998;7299;55;49.5;0;0
26912;PENSA RAPIDO;7896647073018;7301;40;36;0;0
26913;BICO FECHADO;7896647073582;7358;44;39.6;0;0
26914;MORDEDOR CAMINHOES;7896647020685;2068;30;27;0;0
26915;ALFABETO EM MADEIRA 51 PCS;7896647029046;2904;33;29.7;0;13479
26916;MEU PRIMEIRO QUEBRA-CABECA 32 PCS SAFARI EM MADEIRA;7896647029183;2918;33;29.7;0;0
26917;MORDEDOR MEU CONTROLE;7896647033302;3330;33;29.7;0;0
26918;QUEBRA CABECA CANDY 80 PCS;7896647072608;7260;20;18;0;0
26919;QUEBRA CABECA 500 PCS MUNDI;7896647072646;7264;37.78;34;0;0
26920;QUEBRA CABECA 1000 PCS VENEZA;7896647072660;7266;55;49.5;0;0
26921;JOGO DO MICO;7896647075319;7531;12.22;11;0;0
26922;COPO COM ALÇA ROSA 280ML;7896647078235;7823;33.32;29.99;1;0
26923;COPO COM ALÇA AZUL 280ML;7896647078280;7828;33.32;29.99;-1;0
26924;ACOLCHOADO ROSA PORTATIL PARA BEBE;7896647078426;7842;70;63;0;0
26925;ACOLCHOADO AZUL PORTATIL PARA BEBE;7896647078433;7843;70;63;0;0
26927;XADREZ ESCOLAR;7896640440008;60087;55;49.5;0;0
26928;XADREZ ESCOLAR PLUS;7896640407841;784.3;44;39.6;0;0
26929;CANECA PORCELANA SUPER AMIGA;7899790225334;2502;55;49.5;2;5190
26930;CANECA PORCELANA FORTNITE;7899790230093;2955;37.78;34;1;0
26931;CANECA PORCELANA GAME MINECRAFT;7899790226096;2567;37.78;34;0;0
26932;CANECA  CAMPAINHA  A CADA ROUND;7899790230765;3012;50;45;0;0
26933;CANECA CAMPAINHA - ACABOU A CERVEJA;7899790230772;3013;65;58.5;0;0
26934;CANECA  CAMPAINHA - GELADA VEM;7899790230789;3014;50;45;0;0
26935;CANECA CAMPAINHA - RECARREGAR;7899790230796;3015;50;45;0;0
26936;KIT 2 TACAS VINHO - AMOR INFINITO;7899790213379;1267;55;49.5;0;0
26937;CONJUNTO 4 COPOS DOSE - CACHACA CAIPIRA;7898572950129;3060;44;39.6;0;0
26938;CONJUNTO 4 TACAS WINDSOR - FRASES DE BAR;7899790227062;2662;95;85.5;0;0
26939;COPO DOSE INDIVIDUAL - EU TINHA JUIZO;7899790230826;3018;11;9.9;0;0
26940;COPO DOSE INDIVIDUAL - HARLEY DAVIDSON;7899790229882;2935;11;9.9;0;0
26941;COPO DOSE INDIVIDUAL - SEM CACHACA O MUNDO;7899790230833;3019;13;11.7;0;0
26942;COPO DOSE INDIVIDUAL - THE CACHACA TRIPLICA;7899790230840;3020;13;11.7;0;0
26943;COPO TERMICO BOAS AMIGAS;7899790229011;2867;44;39.6;0;0
26944;COPO TERMICO  FOCO.FORCA E CAFE;7899790229400;2888;44;39.6;0;0
26945;COPO TERMICO FORMATURA;7899790229073;2874;44;39.6;0;0
26946;COPO TERMICO GATINHA MIAU;7899790233711;1153;44;39.6;0;0
26947;COPO TERMCO O DIA COMECA DEPOIS DO CAFE;7899790229417;2889;44;39.6;0;0
26948;COPO TERMICO PROFISSIONAL NOTA 10;7899790229080;2875;44;39.6;0;0
26949;COPO TERMICO VIVA SEM PONTO FINAL;7899790228991;2865;47.78;43;0;0
26950;TABUA DE VIDRO FLAMENGO;7899790216226;1546;33;29.7;0;0
26951;TACA VINHO COM O PASSAR DOS VINHOS;7899790213317;1261;33;29.7;0;0
26952;TACA WINDSOR AGRADECA SE VOCE BEBE MAIS;7899790226546;2611;30;27;0;0
26953;TACA WINDSOR BASTA VALER A PENA;7899790229271;2824;30;27;0;0
26954;TACA WINDSOR BEBO PARA ESQUECER;7899790226553;2612;30;27;0;0
26955;TACA WINDSOR E MELHOR UM BEBADO CONHECIDO;7899790226577;2613;30;27;0;0
26956;TACA WINDSOR FORMATURA;7899790229288;2827;30;27;0;0
26957;TACA WINDSOR EDITION SERIE OURO;7899790218862;1819;30;27;0;0
26958;COELHAO M;7899525697689;9768;105;94.5;0;0
26959;PRATO LEAO;7899525689752;8975;22;19.8;10;0
26960;CINTA TERMICA PARA COLICA BABY ROSA;7899525699218;9921;52;46.8;1;0
26961;CINTA TERMICA PARA COLICA BABY AZUL;7899525699225;9922;52;46.8;2;0
26962;BUBA BALL;7899525676509;7650;75;67.5;6;4340
26963;MINHA PRIMEIRA BANDINHA;7899525679722;7972;146;131.4;0;0
26964;TAPETE FADINHAS;7908103707211;10721;237.78;214;3;0
26965;BONECA DE PANO CUPCAKE COM SACOLA;7899525668146;6814;85;76.5;0;0
26966;MEU PORQUINHO;7899525647745;4774;95;85.5;1;0
26967;KIT NANINHA URSINHO ROSA;7899525675991;7599;87.78;79;0;0
27023;CONSTRUCTION TEAM MARAL;7898960121070;2107;44;39.6;0;0
27024;MORDEDOR CHAVES MARAL;7898960121063;3106;10;9;0;0
27025;TURBO TRUCK ESCAVADEIRA;7898960121216;4121;98.78;88.9;0;0
27026;COPO MEDIDOR 570 ML;8693357491700;46467;30;27;0;0
27027;JOGO DE CRISTAL 24 PCS STRIX;7893220236334;58348;850;765;0;0
27028;GARRAFA TERMICA MAGIC PUMP 1.8L VERMELHO MANDALA;57891023567469;8799MAN;80;72;0;223
27029;GARRAFA TERMICA MAGIC PUMP 1.8L NUDE DECORACAO GURIA;57891023569647;8799GUR;85;76.5;0;223
27030;GARRAFA TERMICA VERSATILE 1L ROSE DECORACAO FLORAL;57891023567483;7190FLO;44;39.6;0;223
27031;GARRAFA TERMICA VERSATILE 500ml ROSE DEC FLORAL;57891023567506;7192FLO;40;36;0;223
27032;GARRAFA TERMICA VERSATILE 500ml VERDE GEO;57891023567513;7192GEO;40;36;0;223
27033;GARRAFA TERMICA CHIMARRITA 1L ROSA PRENDA;57891023567520;7800PAM;40;36;0;223
27034;GARRAFA TERMICA BULE DAMA 1L ROSE;57891023556852;3800RSE;44;39.6;0;223
27035;GARRAFA TERMICA BULE DAMA 500ml VERMELHO;57891023557002;3802VRO;40;36;0;223
27036;PANQUEQUEIRA 28CM PARIS GRAFITE;7891112280106;20148/628;110;99;4;5932
27037;PANQUEQUEIRA 28CM 1.8L PARIS VERMELHO;7891112280113;20148/728;88.89;80;0;0
27038;JOGO DE PANELAS 5 PCS ANTIADERENTE SICILIA AVELA;7891112279056;20499/615;800;720;0;0
27948;KIT 1 CERVEJA LAGER 500ML + 1 TACA;;90540;130;117;0;10542
27039;CHALEIRA 1.9L ROSA VIVACOR;7891112241435;20551/119;140;126;0;0
27040;CHALEIRA 1.9L AZUL VIVACOR;7891112241442;20551/219;100;90;0;0
27041;ASSADEIRA FUNDA 28CM MY LOVELY PRETO;7891112279308;27807/040;70;63;0;0
27042;ASSADEIRA REDONDA 26CM  MY LOVELY PRETO;7891112279322;27807/042;55;49.5;1;0
27043;FRIGIDEIRA FUNDA 24CM MY LOVELY PRETO;7891112279353;27807/045;100;90;0;0
27044;ESPAGUETEIRA 22CM  MY LOVELY ROSA;7891112279384;27807/048;172;154.8;0;0
27045;PIPOQUEIRA 20CM MY LOVELY ROSA;7891112279391;27807/049;155;139.5;0;0
27046;FRIGIDEIRA 24CM PASSARINHOS;7891112285729;27812/033;70;63;1;5932
27047;FORMA COM FUNDO REMOVIVEL 26CM;7891112229808;27814/010;110;99;0;0
27048;FRIGIDEIRA 32CM GRAFITE;7891112236554;27816/011;175;157.5;2;0
27004;BABY ALIVE FESTA SURPRESA LOIRA;630509710447;E0596;150;135;0;0
27005;BABY ALIVE CORTES DE CABELO LOIRA;630509830305;E5241;350;315;0;0
27006;BABY ALIVE FESTA DAS MASSAS LOIRA;630509761678;E3694;240;216;0;0
27007;BABY ALIVE PASSOS E SORRISO MORENA;630509827213;E5248;250;225;0;0
28103;PORTA LATA CERVEJA KEEP CALM;7898486960726;1072;22;19.8;0;13704
27008;BABY ALIVE PRIMEIROS SONS MORENA;630509797646;E3688;170;153;0;0
27009;NERF SS BARRACUDA;;E2770;188.78;169.9;0;0
27010;MY LITTLE PONY 16 CM SORTIMENTO;630509848515;E6839;88.78;79.9;0;0
27011;NERF MG BULLDOG;;E3057;170;153;0;0
27012;TRANSFORMES MEGA MIGHTIES;630509802135;E4131;66;59.4;0;0
27013;BEYBLADE HYPER SPHERE COM LANÇADOR;;E7530;150;135;0;0
27014;MY LITTLE PONY MINI POCAO SORTIDA;5010993687688;E9153;50;45;0;0
27015;NERF  AS FANG TARGET SET;;E7564;130;117;0;0
27016;NERF  AS TARGET SET SD1;5010993640522;E8310;60;54;0;0
27017;NERF EL SNAPFIRE;630509741915;B5818;90;81;0;0
27018;SR POTATO CHIPS  SORTIMENTO;5010993678310;E7341;33.22;29.9;1;4820
27019;PLAY DOH SORVETERIA DIVERTIDA;5010993689279;E6688;166.67;150;0;0
27020;PLAY DOH WHELLS REBOQUE;5010993689903;E6690;100;90;0;0
27021;PLAY DOH FAZENDA PONEY;5010993689989;E6726;110;99;0;0
27022;PLAY DOH FAZENDA GALINHA;5010993689729;E6647;177.78;160;0;0
27049;JOGO DE FRIGIDEIRAS 3 PCS TURQUESA;7891112276888;27899/448;160;144;0;0
27050;CEPO DE FACAS 6 PCS TRADICIONAL  CABOS DE MADEIRA;7891112084001;22299/038;150;135;0;0
27051;FAQUEIRO 30PCS IPANEMA TURQUESA;7891112274099;23398/288;54;48.6;0;0
27052;FAQUEIRO 30PCS IPANEMA VERMELHO;7891112274112;23398/788;103;92.7;2;0
27053;JOGO DE PANELAS 7PCS PARIS GRAFITE;7891112281554;28599//602;495;445.5;0;5932
27054;FAQUEIRO 16 PCS MY LOVELY ROSA;7891112279650;29899/091;80;72;0;0
27055;PANELA PRESSAO INOX 4.5L BRAVA;7891116154885;62416/200;520;468;0;0
27056;CONJUNTO REFEIÇÃO INFANTIL 3PCS LE PETIT AZUL;7891116075524;64250/650;122;109.8;0;0
27057;KIT 2 CANUDO COLOR INOX + ESCOVA;7891116155110;64600/150;44;39.6;0;0
27059;PLAY DOH FAZENDA PORCOS;5010993689927;E6723;120;108;0;0
27060;PLAY DOH SLIME SNOTTY SCOTTY;5010993682980;E6198;120;108;0;0
27061;BABY ALIVE CORACAOZINHO LOIRA;5010993689149;E6946;177.78;160;0;0
27062;BABY ALIVE APRENDENDO A CUIDAR LOIRA;5010993688913;E6937;300;270;0;0
27063;TRANSFORMES 28 CM TITAN CHANGERS;630509838622;E5883;155;139.5;0;4820
27065;CONJUNTO DE PANELAS 5 PCS REV. CERAMICO PRETO/COBRE MONTREAL;7897753679705;AIM9736-PT;355;319.5;0;0
27066;LEITEIRA 14 CM REV CERAMICO MONTREAL PRETA;7897753669119;AIM9126-PT;57.78;52;0;0
27067;ESPREMEDOR DE ALHO INOX COM CABO EMBORRACHADO;7897753692117;ZR236;65;58.5;6;0
27068;FAQUEIRO 24 PCS GOURMET RATTAN PRETO;7897753669850;TAL9874-PT;125;112.5;0;0
27069;BONECA CHEIROZINHA NO OVO;7898125115951;595;50;45;0;0
27070;PATRULHA CANINA COFRE NO OVO;7898125115401;540;92;82.8;0;0
27071;CARROS NO OVO;7899455907674;2767;57.78;52;0;0
27072;TURMA DA MONICA NO OVO;7899455907643;2764;57.78;52;0;0
27073;PATATI PATATA NO OVO;7899455907636;2763;57.78;52;0;0
27074;TOY STORY NO OVO;7899455907650;2765;57.78;52;0;0
27075;UNICORNIO NO OVO;7899455909272;2927;50;45;0;0
27078;CARRINHO ENCANTADO NA CX;7898179820702;805;100;90;0;0
27085;BARBIE BASICA 60 ANOS;887961810196;GJF85;50;45;0;0
27086;POLLY VAN DE CAMPISMO GLAMOROSA;887961650136;FTP74;187.78;169;0;0
27087;PORTA TEMPEROS COM 10 TUBOS;7897996715154;1122;66.66;59.99;1;0
27088;TABUA DE MADEIRA COM BANDEJA E 2 POTES INOX;7897996713082;1201;188.78;169.9;0;0
27089;PETISQUEIRA DE MADEIRA REDONDA E 5 DIVISOES;7897996716748;1268;120;108;0;0
27090;PETISQUEIRA DE MADEIRA RETANGULAR E 6 DIVISOES;7897996716762;1270;144;129.6;0;0
27091;ESCORREDOR DE LOUCAS MILANO COM PORTA COPOS;7897996714355;1422;50;45;0;0
27092;ESCORREDOR COM BANDEJA E PORTA TALHER;7897996714584;1424;88.78;79.9;0;13235
27093;PORTA CAPSULA PARA 16 DOLCE GUSTO;7897996715208;1454;40;36;0;0
27094;KIT PARA CHA/CAFE C/ PORTA COPOS BRANCO;7897996715239;1457;40;36;4;0
27095;PORTA ESPETOS TUBO;7897996705957;516;72;64.8;3;0
27096;ESCORREDOR COM PORTA COPOS PLASTICO BLACK;7897996716274;606XBL;88.78;79.9;0;218
27097;GAMELA RETANGULAR 39.5X26 CM;7897996711507;865;150;135;0;0
27098;GAMELA REDONDA 23X23X5CM;7897996711866;878;88.78;79.9;0;0
27099;TABUA QUADRADA DE MADEIRA INVERTIDA 35.5X35.5 CM;7897996712481;926;137.78;124;0;0
27100;TABUA RETANGULAR DE MADEIRA INVERTIDA 44X29.5 CM;7897996712672;933;150;135;0;0
27103;JOGO 6 COPOS CERVEJA GINA EM CRISTAL 350 ML;8593401851347;57230;170;153;0;0
27104;JOGO 6 TAÇAS PARA CONHAQUE CRISTAL ANGELA 400 ml;8591651816741;58522;170;153;0;0
27105;TAÇA PARA CHAMPAGNE VERMELHO ANGELA  LAPIDADA 190 ML;7893220255212;58537;105;94.5;0;0
27106;TAÇA PARA VINHO VERMELHO ANGELA LAPIDADA 250 ML;;58538;110;99;0;5550
27107;TAÇA PARA CHAMPAGNE CRISTAL AZUL ANGELA LAPIDADA 190ml;7893220255274;58543;100;90;0;0
27108;TAÇA PARA VINHO CRISTAL AZUL ANGELA LAPIDADO 250 ML;7893220255281;58544;105;94.5;0;0
27109;JOGO 6 COPOS PARA CERVEJA PILSNER EM CRISTAL 300 ML;8586019150575;58566;140;126;0;0
27113;KIT 2 NECESSAIRE MAE NO CORACAO;7899790232271;1138;40;36;0;0
27114;KIT 2 NECESSAIRE MULHER INCRIVEL;7899790232288;1139;40;36;0;11518
27115;BALDE DE CERVEJA  BONS AMIGOS;7899790234336;4693;85;76.5;0;11518
27116;CANECA DE CHOPP 380ML CAVEIRA;7899790233544;2478;44;39.6;0;11518
27117;CANECA DE INOX - CERVEJA E A RAZAO;7899790233551;3554;40;36;0;11518
27118;CANECA TERMICA  MAE NO CORACAO;7899790231618;1099;33;29.7;0;11518
27119;CANECA PORCELANA GATO;7899790233872;3568;47.78;43;0;11518
27120;CANECA PORCELANA CACHORRO;7899790233889;3569;37.78;34;0;11518
27121;CANECA PORCELANA  JANEIRO A JANEIRO;7899790231717;1108;31;27.9;0;11518
27122;CANECA PORCELANA  MAE;7899790225471;2512;31;27.9;0;11518
27123;CANECA PORCELANA MAE NO CORACAO;7899790231656;1103;31;27.9;0;11518
27124;CANECA PORCELANA TE AMO SEMPRE;7899790231694;1107;33;29.7;0;11518
27125;CANECA PORCELANA TODO AMOR DO MUNDO;7899790231724;1109;31;27.9;0;11518
27126;CANECA PORCELANA VO GRANDE AMOR;7899790231687;1106;31;27.9;0;11518
27127;KIT 2 CANECAS JANEIRO A JANEIRO;7899790231755;1112;60;54;0;11518
27128;KIT 2 CANECAS TE AMO SEMPRE;7899790231748;1111;63;56.7;0;11518
27129;KIT PIPOCA  JANEIRO A JANEIRO;7899790234121;4037;100;90;0;11518
27130;KIT PIPOCA  TE AMO SEMPRE;7899790234114;3989;100;90;0;11518
27131;COPO TERMICO  AMIGA PRA VIDA TODA;;2527;44;39.6;0;11518
27132;COPO TERMICO JANEIRO A JANEIRO;7899790232745;1184;44;39.6;0;11518
27133;COPO TERMICO MAE NO CORACAO;7899790232707;1180;40;36;0;11518
27134;COPO TERMICO GREMIO SERIE OURO;7899790229196;2883;44;39.6;0;11518
27135;COPO TERMICO  INTER SERIE OURO;7899790229202;2884;44;39.6;0;11518
27136;COPO TERMICO SMART GATO;7899790233599;2569;33;29.7;0;11518
27137;COPO TERMICO SMART CAVEIRA FLOWERS;7899790233261;2025;33;29.7;0;11518
27138;COPO TERMICO SMART MAE SEMPRE TE AMO;7899790232066;1118;33;29.7;1;11518
27139;COPO TERMICO SMART TE AMO SEMPRE;7899790232028;1114;33;29.7;0;11518
27140;COPO TERMICO SMART TODO AMOR DO MUNDO;7899790232097;1121;33;29.7;0;11518
27141;ESPELHO DE BOLSA  MUNDO MELHOR;7899790232134;1125;11;9.9;0;11518
27142;MASCARA DE DORMIR - MAE NO CORACAO;7899790232165;1128;13;11.7;0;11518
27143;MASCARA DE DORMIR - MUNDO MELHOR;7899790232172;1129;13;11.7;0;11518
27144;PINGOMETRO - FLAMENGO;7899790233292;2122;80;72;0;11518
27145;PORTA RETRATO - MAE TE AMO SEMPRE;7899790232318;1142;30;27;0;11518
27146;PORTA RETRATO DUPLO - MAE NO CORACAO;7899790232387;1149;35;31.5;1;11518
27147;TACA WINDSOR GREMIO;7899790227031;2659;40;36;0;11518
27148;TACA WINDSOR INTER;7899790227048;2660;40;36;0;11518
27149;TACA WINDSOR MAE NO CORACAO;7899790233810;4175;30;27;0;11518
27150;PERFUME PARA ROUPAS E AMBIENTE NOVITA CHA BRANCO C ROMA 500ML;7898559319529;6170;53;47.7;0;0
27151;REFIL PARA DIFUSOR VIOLETA COM AMORA - AMOR 250ML;7898559319598;6175;55;49.5;0;0
27152;REFIL PARA DIFUSOR CANELA COM MUSK GRATIDAO 250ML;7898559319604;6176;55;49.5;0;0
27153;DEO COLONIA LOLIA 50 ML;7898559310014;6220;125;112.5;0;13913
27154;KIT DEO COLONIA BELLA + BOX FLOWERS;7898559310021;6221;110;99;0;0
27155;KIT FLOR CEREJA AMEIXA - SAB ESPUMA + MANTEIGA MAOS;7898559310052;6224;80;72;0;0
